T_Stamp,V_Out
0.004004478454589844,1.2473443746566772
0.006999015808105469,1.247361660003662
0.010999441146850586,1.2473210096359253
0.015003204345703125,1.247357964515686
0.018999099731445312,1.2473888397216797
0.023034334182739258,1.2473739385604858
0.026008129119873047,1.2473284006118774
0.030050277709960938,1.247336983680725
0.03405952453613281,1.247336983680725
0.038013458251953125,1.2473480701446533
0.042075395584106445,1.2473690509796143
0.04603242874145508,1.2473530769348145
0.05001378059387207,1.2473406791687012
0.05304718017578125,1.247377634048462
0.05723261833190918,1.2472988367080688
0.0616307258605957,1.247375249862671
0.06501960754394531,1.2473628520965576
0.06905555725097656,1.2473591566085815
0.07249212265014648,1.247381329536438
0.07664299011230469,1.2473247051239014
0.08061957359313965,1.2473431825637817
0.08478522300720215,1.2473801374435425
0.08853530883789062,1.247381329536438
0.09233832359313965,1.2473480701446533
0.09646487236022949,1.2473480701446533
0.10019993782043457,1.247333288192749
0.10427403450012207,1.2473468780517578
0.10864520072937012,1.2473591566085815
0.11208438873291016,1.2473604679107666
0.11611294746398926,1.2473270893096924
0.12028121948242188,1.2473690509796143
0.12428116798400879,1.2473222017288208
0.1289839744567871,1.2473505735397339
0.13300561904907227,1.247385025024414
0.13722681999206543,1.247382640838623
0.14161467552185059,1.2473493814468384
0.14528393745422363,1.2473604679107666
0.14928340911865234,1.2473937273025513
0.15328311920166016,1.2473419904708862
0.15728282928466797,1.2473554611206055
0.16119861602783203,1.2473604679107666
0.1652677059173584,1.2473505735397339
0.16942214965820312,1.247357964515686
0.17326831817626953,1.2473912239074707
0.17768359184265137,1.2473270893096924
0.18163514137268066,1.2473801374435425
0.18563199043273926,1.2473196983337402
0.18863558769226074,1.2473900318145752
0.19263768196105957,1.2473801374435425
0.1967909336090088,1.2473270893096924
0.20130181312561035,1.247406005859375
0.20470380783081055,1.247406005859375
0.20865964889526367,1.2473456859588623
0.21261191368103027,1.2473406791687012
0.21735763549804688,1.2474195957183838
0.22167491912841797,1.2472975254058838
0.22557878494262695,1.2474281787872314
0.22861886024475098,1.2473567724227905
0.2326209545135498,1.247375249862671
0.2366013526916504,1.2473320960998535
0.24122071266174316,1.2472753524780273
0.24501919746398926,1.247399926185608
0.2490522861480713,1.247309923171997
0.2530350685119629,1.2473949193954468
