T_Stamp,V_Out
0.00493168830871582,1.2473357915878296
0.008329391479492188,1.2473974227905273
0.013320446014404297,1.2473554611206055
0.017391204833984375,1.2473591566085815
0.021336793899536133,1.2474232912063599
0.024732589721679688,1.2473270893096924
0.02957463264465332,1.2473727464675903
0.03381204605102539,1.247378945350647
0.03765392303466797,1.2473962306976318
0.04161810874938965,1.2473702430725098
0.04581761360168457,1.2473875284194946
0.050013065338134766,1.2473900318145752
0.053937673568725586,1.2473173141479492
0.058091163635253906,1.247309923171997
0.06209373474121094,1.2473591566085815
0.06608247756958008,1.247382640838623
0.07025599479675293,1.2473160028457642
0.07501101493835449,1.2473838329315186
0.07926511764526367,1.247377634048462
0.08325457572937012,1.247357964515686
0.0870516300201416,1.2473567724227905
0.09237074851989746,1.2473357915878296
0.09622645378112793,1.247409701347351
0.10102033615112305,1.2473715543746948
0.1050262451171875,1.2473591566085815
0.10918092727661133,1.2473210096359253
0.11383938789367676,1.247336983680725
0.1179509162902832,1.2473653554916382
0.12239789962768555,1.2473591566085815
0.12693309783935547,1.2473419904708862
0.13114023208618164,1.247381329536438
0.13505244255065918,1.2473702430725098
0.13924288749694824,1.247382640838623
0.1435549259185791,1.2473136186599731
0.14840483665466309,1.2473567724227905
0.15255045890808105,1.2473480701446533
0.15740251541137695,1.24740731716156
0.16144084930419922,1.2473604679107666
0.16611385345458984,1.2473702430725098
0.17007899284362793,1.2473530769348145
0.17490625381469727,1.2473974227905273
0.17909455299377441,1.247385025024414
0.1830763816833496,1.2473456859588623
0.18790292739868164,1.2473715543746948
0.19190573692321777,1.2473888397216797
0.19609928131103516,1.2473456859588623
0.20076966285705566,1.2473690509796143
0.20513057708740234,1.247382640838623
0.20918059349060059,1.2473764419555664
0.21321606636047363,1.2473912239074707
0.2172238826751709,1.2473419904708862
0.22118449211120605,1.2473381757736206
0.22516632080078125,1.2474048137664795
0.23000717163085938,1.247357964515686
0.23419713973999023,1.247312307357788
0.2382347583770752,1.2473875284194946
0.24283146858215332,1.247381329536438
0.2469494342803955,1.2473863363265991
0.25095081329345703,1.2473160028457642
0.25577473640441895,1.247403621673584
0.26006126403808594,1.2473344802856445
0.2643101215362549,1.24740731716156
0.2683248519897461,1.2473801374435425
0.27231287956237793,1.2473196983337402
0.27643275260925293,1.247302532196045
0.2809631824493408,1.2473493814468384
0.2849853038787842,1.2473493814468384
0.28904175758361816,1.247329592704773
